#Question|QType|F-POS|F-DEP|F-ENT|F-SHAPE|F-TXT|Class
What are the most common elements in the Earth's crust ?|ENTY|NNP|poss|LOC|Xxxxx|Earth|F
What are the most common elements in the Earth's crust ?|ENTY|NN|pobj|NON|xxxx|crust|F
How much would it cost to purchase a 2-foot-square party tent , with sides , ?|NUM|JJ|dobj|NON|xxxx|much|NF
How much would it cost to purchase a 2-foot-square party tent , with sides , ?|NUM|MD|aux|NON|xxxx|would|F
How much would it cost to purchase a 2-foot-square party tent , with sides , ?|NUM|VB|xcomp|NON|xxxx|purchase|F
How much would it cost to purchase a 2-foot-square party tent , with sides , ?|NUM|CD|advmod|NON|d-xxxx|2-foot|F
How much would it cost to purchase a 2-foot-square party tent , with sides , ?|NUM|JJ|amod|NON|xxxx|square|F
How much would it cost to purchase a 2-foot-square party tent , with sides , ?|NUM|NN|compound|NON|xxxx|party|F
How much would it cost to purchase a 2-foot-square party tent , with sides , ?|NUM|NN|dobj|NON|xxxx|tent|F
How much would it cost to purchase a 2-foot-square party tent , with sides , ?|NUM|NNS|pobj|NON|xxxx|sides|F
What actress has received the most Oscar nominations ?|HUM|NN|nsubj|NON|xxxx|actress|F
What actress has received the most Oscar nominations ?|HUM|VBZ|aux|NON|xxx|has|NF
What actress has received the most Oscar nominations ?|HUM|RBS|advmod|NON|xxxx|most|F
What actress has received the most Oscar nominations ?|HUM|JJ|amod|LOC|Xxxxx|Oscar|F
What actress has received the most Oscar nominations ?|HUM|NNS|dobj|NON|xxxx|nominations|F
What are equity securities ?|DESC|NN|compound|NON|xxxx|equity|F
What are equity securities ?|DESC|NNS|nsubj|NON|xxxx|securities|F
What is gymnophobia ?|DESC|JJ|acomp|NON|xxxx|gymnophobia|F
How many years do fossils take to form ?|NUM|JJ|amod|NON|xxxx|many|NF
How many years do fossils take to form ?|NUM|NNS|npadvmod|NON|xxxx|years|F
How many years do fossils take to form ?|NUM|VBP|aux|NON|xx|do|NF
How many years do fossils take to form ?|NUM|NNS|nsubj|NON|xxxx|fossils|F
How many years do fossils take to form ?|NUM|VB|advcl|NON|xxxx|form|F
Where is the Orinoco ?|LOC|NNP|nsubj|NON|Xxxxx|Orinoco|F
What was the name of the '' Little Rascals '' dog ?|ENTY|NN|nsubj|NON|xxxx|name|F
What was the name of the '' Little Rascals '' dog ?|ENTY|NNP|compound|NON|Xxxxx|Little|F
What was the name of the '' Little Rascals '' dog ?|ENTY|NNP|nmod|NON|Xxxxx|Rascals|F
What was the name of the '' Little Rascals '' dog ?|ENTY|NN|pobj|NON|xxx|dog|F
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|NN|nsubj|NON|xxxx|city|F
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|NNP|poss|ORG|Xxxx|Penn|F
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|NNP|dobj|ORG|Xxxxx|Landing|F
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|NNS|pobj|NON|xxxx|banks|F
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|NNP|compound|GPE|Xxxxx|Delaware|F
What city boasts Penn's Landing , on the banks of the Delaware river ?|LOC|NN|pobj|NON|xxxx|river|F
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|NNP|compound|FAC|Xxxxx|Broadway|F
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|NN|nsubjpass|NON|xxxx|musical|F
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|VBD|auxpass|NON|xxx|was|NF
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|NNP|poss|ORG|Xxxxx|Cervantes|F
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|NNP|compound|PERSON|Xxx|Don|F
What Broadway musical was inspired by Cervantes's Don Quixote ?|ENTY|NNP|pobj|PERSON|Xxxxx|Quixote|F
How many hostages were killed in the Entebbe raid ?|NUM|JJ|amod|NON|xxxx|many|NF
How many hostages were killed in the Entebbe raid ?|NUM|NNS|nsubjpass|NON|xxxx|hostages|F
How many hostages were killed in the Entebbe raid ?|NUM|VBD|auxpass|NON|xxxx|were|NF
How many hostages were killed in the Entebbe raid ?|NUM|NNP|compound|ORG|Xxxxx|Entebbe|F
How many hostages were killed in the Entebbe raid ?|NUM|NN|pobj|NON|xxxx|raid|F
How you can raise your IQ ?|DESC|MD|aux|NON|xxx|can|NF
How you can raise your IQ ?|DESC|PRP$|poss|NON|xxxx|your|NF
How you can raise your IQ ?|DESC|NN|dobj|NON|XX|IQ|F
What does INRI stand for when used on Jesus ' cross ?|ABBR|VBZ|aux|NON|xxxx|does|NF
What does INRI stand for when used on Jesus ' cross ?|ABBR|NNP|nsubj|ORG|XXXX|INRI|F
What does INRI stand for when used on Jesus ' cross ?|ABBR|VBN|advcl|NON|xxxx|used|NF
What does INRI stand for when used on Jesus ' cross ?|ABBR|NNP|poss|PERSON|Xxxxx|Jesus|F
What does INRI stand for when used on Jesus ' cross ?|ABBR|NN|pobj|NON|xxxx|cross|F
Who produces Spumante ?|HUM|NNP|dobj|LOC|Xxxxx|Spumante|F
Who earns their money the hard way ?|HUM|PRP$|poss|NON|xxxx|their|NF
Who earns their money the hard way ?|HUM|NN|dobj|NON|xxxx|money|F
Who earns their money the hard way ?|HUM|JJ|amod|NON|xxxx|hard|F
Who earns their money the hard way ?|HUM|NN|npadvmod|NON|xxx|way|F
Who founded the People's Temple Commune ?|HUM|NNPS|poss|ORG|Xxxxx|People|F
Who founded the People's Temple Commune ?|HUM|NNP|compound|ORG|Xxxxx|Temple|F
Who founded the People's Temple Commune ?|HUM|NNP|dobj|ORG|Xxxxx|Commune|F
What athlete makes the most money from sports merchandise sales ?|HUM|NN|nsubj|NON|xxxx|athlete|F
What athlete makes the most money from sports merchandise sales ?|HUM|JJS|amod|NON|xxxx|most|F
What athlete makes the most money from sports merchandise sales ?|HUM|NN|dobj|NON|xxxx|money|F
What athlete makes the most money from sports merchandise sales ?|HUM|NNS|compound|NON|xxxx|sports|F
What athlete makes the most money from sports merchandise sales ?|HUM|NN|compound|NON|xxxx|merchandise|F
What athlete makes the most money from sports merchandise sales ?|HUM|NNS|pobj|NON|xxxx|sales|F
How many bends are there in a standard paper clip ?|NUM|JJ|amod|NON|xxxx|many|NF
How many bends are there in a standard paper clip ?|NUM|NNS|nsubj|NON|xxxx|bends|F
How many bends are there in a standard paper clip ?|NUM|RB|advmod|NON|xxxx|there|F
How many bends are there in a standard paper clip ?|NUM|JJ|amod|NON|xxxx|standard|F
How many bends are there in a standard paper clip ?|NUM|NN|compound|NON|xxxx|paper|F
How many bends are there in a standard paper clip ?|NUM|NN|pobj|NON|xxxx|clip|F
Who discovered electricity ?|HUM|NN|dobj|NON|xxxx|electricity|F
What part of your body contains the corpus callosum ?|ENTY|NN|nsubj|NON|xxxx|part|F
What part of your body contains the corpus callosum ?|ENTY|PRP$|poss|NON|xxxx|your|NF
What part of your body contains the corpus callosum ?|ENTY|NN|pobj|NON|xxxx|body|F
What part of your body contains the corpus callosum ?|ENTY|NN|compound|NON|xxxx|corpus|F
What part of your body contains the corpus callosum ?|ENTY|NN|dobj|NON|xxxx|callosum|F
Who was the first American in space ?|HUM|JJ|amod|ORDINAL|xxxx|first|F
Who was the first American in space ?|HUM|JJ|attr|NORP|Xxxxx|American|F
Who was the first American in space ?|HUM|NN|pobj|NON|xxxx|space|F
What two South American countries do n't border Brazil ?|LOC|CD|nummod|CARDINAL|xxx|two|F
What two South American countries do n't border Brazil ?|LOC|JJ|amod|NORP|Xxxxx|South|F
What two South American countries do n't border Brazil ?|LOC|JJ|amod|NORP|Xxxxx|American|F
What two South American countries do n't border Brazil ?|LOC|NNS|nsubj|NON|xxxx|countries|F
What two South American countries do n't border Brazil ?|LOC|VBP|aux|NON|xx|do|NF
What two South American countries do n't border Brazil ?|LOC|RB|neg|NON|x'x|n't|NF
What two South American countries do n't border Brazil ?|LOC|NNP|dobj|GPE|Xxxxx|Brazil|F
What album put The Beatles on the cover of Time in 1967 ?|ENTY|NN|nsubj|NON|xxxx|album|F
What album put The Beatles on the cover of Time in 1967 ?|ENTY|NNPS|dobj|WORK_OF_ART|Xxxxx|Beatles|F
What album put The Beatles on the cover of Time in 1967 ?|ENTY|NN|pobj|WORK_OF_ART|xxxx|cover|F
What album put The Beatles on the cover of Time in 1967 ?|ENTY|NNP|pobj|WORK_OF_ART|Xxxx|Time|F
What album put The Beatles on the cover of Time in 1967 ?|ENTY|CD|pobj|DATE|dddd|1967|F
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|NN|nsubj|NON|xxxx|poem|F
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|NN|dobj|NON|xxxx|line|F
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|VB|ccomp|NON|xxxx|grow|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|JJ|acomp|NON|xxx|old|F
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|JJS|nsubj|NON|xxxx|best|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|VBZ|conj|NON|xx|is|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|RB|advmod|NON|xxx|yet|NF
What poem contains the line , '' grow old with me the best is yet to be '' .|ENTY|VB|xcomp|NON|xx|be|NF
What is a dental root canal ?|DESC|JJ|amod|NON|xxxx|dental|F
What is a dental root canal ?|DESC|NN|compound|NON|xxxx|root|F
What is a dental root canal ?|DESC|NN|attr|NON|xxxx|canal|F
What war did the Wanna-Go-Home Riots occur after ?|ENTY|NN|dobj|NON|xxx|war|F
What war did the Wanna-Go-Home Riots occur after ?|ENTY|VBD|aux|NON|xxx|did|NF
What war did the Wanna-Go-Home Riots occur after ?|ENTY|NNP|compound|NON|Xxxxx|Wanna|F
What war did the Wanna-Go-Home Riots occur after ?|ENTY|NNP|compound|NON|Xx|Go|F
What war did the Wanna-Go-Home Riots occur after ?|ENTY|NNP|compound|NON|Xxxx|Home|F
What war did the Wanna-Go-Home Riots occur after ?|ENTY|NNS|nsubj|NON|Xxxxx|Riots|F
What is the busiest air travel season ?|NUM|JJS|amod|NON|xxxx|busiest|F
What is the busiest air travel season ?|NUM|NN|compound|NON|xxx|air|F
What is the busiest air travel season ?|NUM|NN|compound|NON|xxxx|travel|F
What is the busiest air travel season ?|NUM|NN|nsubj|NON|xxxx|season|F
What's the colored part of the eye called ?|ENTY|JJ|amod|NON|xxxx|colored|F
What's the colored part of the eye called ?|ENTY|NN|attr|NON|xxxx|part|F
What's the colored part of the eye called ?|ENTY|NN|pobj|NON|xxx|eye|F
What's the colored part of the eye called ?|ENTY|VBN|acl|NON|xxxx|called|NF
What are hook worms ?|DESC|JJ|compound|NON|xxxx|hook|F
What are hook worms ?|DESC|NNS|attr|NON|xxxx|worms|F
Where is the Rose Bowl played ?|LOC|VBZ|advmod|NON|xx|is|NF
Where is the Rose Bowl played ?|LOC|NNP|compound|NON|Xxxx|Rose|F
Where is the Rose Bowl played ?|LOC|NNP|nsubj|NON|Xxxx|Bowl|F
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|JJ|amod|NORP|Xxxxx|Japanese|F
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|NN|compound|NON|xxx|car|F
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|NN|nsubj|NON|xxxx|maker|F
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|PRP$|poss|NON|xxx|its|NF
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|JJS|amod|NON|xxxx|biggest|F
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|NN|dobj|NON|xxxx|percentage|F
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|NN|pobj|NON|xxxx|sale|F
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|JJ|amod|NON|xxxx|domestic|F
Which Japanese car maker had its biggest percentage of sale in the domestic market ?|HUM|NN|pobj|NON|xxxx|market|F
Who is the mayor of Marbella ?|HUM|NN|nsubj|NON|xxxx|mayor|F
Who is the mayor of Marbella ?|HUM|NNP|pobj|GPE|Xxxxx|Marbella|F
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|NN|npadvmod|NON|xxx|sun|F
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|VBN|csubj|NON|xxxx|blasted|F
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|CD|nummod|CARDINAL|dd-xxxx|14-mile|F
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|JJ|amod|NON|xxxx|wide|F
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|NN|nsubj|NON|xxxx|valley|F
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|RB|advmod|NON|xxxx|just|NF
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|NN|attr|NON|xxxx|north|F
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|NNP|compound|NON|Xxxxx|Mojave|F
What sun-blasted , 14-mile wide valley is just north of the Mojave desert ?|LOC|NN|pobj|NON|xxxx|desert|F
In what year did Thatcher become prime minister ?|NUM|NN|pcomp|NON|xxxx|year|F
In what year did Thatcher become prime minister ?|NUM|VBD|aux|NON|xxx|did|NF
In what year did Thatcher become prime minister ?|NUM|NNP|nsubj|PERSON|Xxxxx|Thatcher|F
In what year did Thatcher become prime minister ?|NUM|JJ|amod|NON|xxxx|prime|F
In what year did Thatcher become prime minister ?|NUM|NN|attr|NON|xxxx|minister|F
How many months does it take the moon to revolve around the Earth ?|NUM|JJ|amod|NON|xxxx|many|NF
How many months does it take the moon to revolve around the Earth ?|NUM|NNS|npadvmod|NON|xxxx|months|F
How many months does it take the moon to revolve around the Earth ?|NUM|VBZ|aux|NON|xxxx|does|NF
How many months does it take the moon to revolve around the Earth ?|NUM|NN|dobj|NON|xxxx|moon|F
How many months does it take the moon to revolve around the Earth ?|NUM|VB|advcl|NON|xxxx|revolve|F
How many months does it take the moon to revolve around the Earth ?|NUM|NNP|pobj|LOC|Xxxxx|Earth|F
Where are the 49 steps ?|LOC|CD|nummod|CARDINAL|dd|49|F
Where are the 49 steps ?|LOC|NNS|nsubj|NON|xxxx|steps|F
In what year was De Gaulle elected president of France ?|NUM|NN|pcomp|NON|xxxx|year|F
In what year was De Gaulle elected president of France ?|NUM|NNP|compound|PERSON|Xx|De|F
In what year was De Gaulle elected president of France ?|NUM|NNP|nsubj|PERSON|Xxxxx|Gaulle|F
In what year was De Gaulle elected president of France ?|NUM|VBD|ccomp|NON|xxxx|elected|F
In what year was De Gaulle elected president of France ?|NUM|NN|oprd|NON|xxxx|president|F
In what year was De Gaulle elected president of France ?|NUM|NNP|pobj|GPE|Xxxxx|France|F
Who sings the themes for '' Dawson's Creek '' and '' Felicity '' ?|HUM|NNS|dobj|NON|xxxx|themes|F
Who sings the themes for '' Dawson's Creek '' and '' Felicity '' ?|HUM|NNP|poss|NON|Xxxxx|Dawson|F
Who sings the themes for '' Dawson's Creek '' and '' Felicity '' ?|HUM|NNP|pobj|NON|Xxxxx|Creek|F
Who sings the themes for '' Dawson's Creek '' and '' Felicity '' ?|HUM|NNP|conj|NON|Xxxxx|Felicity|F
On what T.V. show could Tom Terrific be found ?|ENTY|NNP|compound|NON|X.X.|T.V.|F
On what T.V. show could Tom Terrific be found ?|ENTY|VBP|pcomp|NON|xxxx|show|F
On what T.V. show could Tom Terrific be found ?|ENTY|MD|aux|NON|xxxx|could|NF
On what T.V. show could Tom Terrific be found ?|ENTY|NNP|compound|PERSON|Xxx|Tom|F
On what T.V. show could Tom Terrific be found ?|ENTY|NNP|nsubjpass|PERSON|Xxxxx|Terrific|F
On what T.V. show could Tom Terrific be found ?|ENTY|VB|auxpass|NON|xx|be|NF
What Indian tribe is F Troop perpetually doing battle with ?|HUM|JJ|amod|NORP|Xxxxx|Indian|F
What Indian tribe is F Troop perpetually doing battle with ?|HUM|NN|nsubj|NON|xxxx|tribe|F
What Indian tribe is F Troop perpetually doing battle with ?|HUM|NNP|compound|NON|X|F|F
What Indian tribe is F Troop perpetually doing battle with ?|HUM|NNP|nsubj|NON|Xxxxx|Troop|F
What Indian tribe is F Troop perpetually doing battle with ?|HUM|RB|advmod|NON|xxxx|perpetually|F
What Indian tribe is F Troop perpetually doing battle with ?|HUM|VBG|ccomp|NON|xxxx|doing|NF
What Indian tribe is F Troop perpetually doing battle with ?|HUM|NN|dobj|NON|xxxx|battle|F
Where did Indian Pudding come from ?|DESC|VBD|aux|NON|xxx|did|NF
Where did Indian Pudding come from ?|DESC|JJ|compound|NORP|Xxxxx|Indian|F
Where did Indian Pudding come from ?|DESC|NNP|nsubj|NON|Xxxxx|Pudding|F
Why do some clothing labels say '' Use a nonchlorine bleach '' ?|DESC|VBP|aux|NON|xx|do|NF
Why do some clothing labels say '' Use a nonchlorine bleach '' ?|DESC|NN|compound|NON|xxxx|clothing|F
Why do some clothing labels say '' Use a nonchlorine bleach '' ?|DESC|NNS|nsubj|NON|xxxx|labels|F
How many colonies were involved in the American Revolution ?|NUM|JJ|amod|NON|xxxx|many|NF
How many colonies were involved in the American Revolution ?|NUM|NNS|nsubjpass|NON|xxxx|colonies|F
How many colonies were involved in the American Revolution ?|NUM|VBD|auxpass|NON|xxxx|were|NF
How many colonies were involved in the American Revolution ?|NUM|NNP|compound|NON|Xxxxx|American|F
How many colonies were involved in the American Revolution ?|NUM|NNP|pobj|NON|Xxxxx|Revolution|F
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|NN|nsubj|NON|xxxx|name|F
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|NN|pobj|NON|xxxx|city|F
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|NNP|compound|PERSON|Xxxxx|Maurizio|F
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|NNP|nsubj|PERSON|Xxxxx|Pellegrin|F
What is the name of the city that Maurizio Pellegrin lives in ?|LOC|VBZ|relcl|NON|xxxx|lives|F
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|MD|aux|NON|xxx|can|NF
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|JJ|amod|NON|xxxx|pictorial|F
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|NNS|dobj|NON|xxxx|directions|F
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|VB|pcomp|NON|xxxx|build|F
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|RB|advmod|NON|xxxx|very|NF
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|JJ|amod|NON|xxxx|simple|F
Where can I find pictorial directions on how to build a very simple treehouse ?|LOC|NN|dobj|NON|xxxx|treehouse|F
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|NN|poss|NON|xxxx|game|F
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|NN|nsubj|NON|xxxx|board|F
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|NNS|dobj|NON|xxxx|territories|F
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|NNP|pobj|GPE|Xxxxx|Irkutsk|F
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|NNP|conj|GPE|Xxxxx|Yakutsk|F
What game's board shows the territories of Irkutsk , Yakutsk and Kamchatka ?|ENTY|NNP|conj|GPE|Xxxxx|Kamchatka|F
What is the name of the managing director of Apricot Computer ?|HUM|NN|nsubj|NON|xxxx|name|F
What is the name of the managing director of Apricot Computer ?|HUM|VBG|amod|NON|xxxx|managing|F
What is the name of the managing director of Apricot Computer ?|HUM|NN|pobj|NON|xxxx|director|F
What is the name of the managing director of Apricot Computer ?|HUM|NNP|compound|ORG|Xxxxx|Apricot|F
What is the name of the managing director of Apricot Computer ?|HUM|NNP|pobj|ORG|Xxxxx|Computer|F
What is the occupation of Nicholas Cage ?|HUM|NN|nsubj|NON|xxxx|occupation|F
What is the occupation of Nicholas Cage ?|HUM|NNP|compound|PERSON|Xxxxx|Nicholas|F
What is the occupation of Nicholas Cage ?|HUM|NNP|pobj|PERSON|Xxxx|Cage|F
Why do horseshoes bring luck ?|DESC|VBP|aux|NON|xx|do|NF
Why do horseshoes bring luck ?|DESC|NNS|nsubj|NON|xxxx|horseshoes|F
Why do horseshoes bring luck ?|DESC|NN|dobj|NON|xxxx|luck|F
What is the 401 , K , plan ?|DESC|CD|attr|NON|ddd|401|F
What is the 401 , K , plan ?|DESC|NNP|nmod|NON|X|K|F
What is the 401 , K , plan ?|DESC|NN|nsubj|NON|xxxx|plan|F
What causes pneumonia ?|DESC|NNS|dobj|NON|xxxx|pneumonia|F
What are the three winter months in the southern hemisphere ?|NUM|CD|nummod|DATE|xxxx|three|F
What are the three winter months in the southern hemisphere ?|NUM|NN|compound|DATE|xxxx|winter|F
What are the three winter months in the southern hemisphere ?|NUM|NNS|nsubj|DATE|xxxx|months|F
What are the three winter months in the southern hemisphere ?|NUM|JJ|amod|NON|xxxx|southern|F
What are the three winter months in the southern hemisphere ?|NUM|NN|pobj|NON|xxxx|hemisphere|F
What does gringo mean ?|DESC|VBZ|aux|NON|xxxx|does|NF
What does gringo mean ?|DESC|NN|nsubj|NON|xxxx|gringo|F
What country contains Africa's northernmost point ?|LOC|NN|nsubj|NON|xxxx|country|F
What country contains Africa's northernmost point ?|LOC|NNP|poss|LOC|Xxxxx|Africa|F
What country contains Africa's northernmost point ?|LOC|JJS|amod|NON|xxxx|northernmost|F
What country contains Africa's northernmost point ?|LOC|NN|dobj|NON|xxxx|point|F
What therapy attempts to elicit the '' primal scream '' ?|ENTY|NN|compound|NON|xxxx|therapy|F
What therapy attempts to elicit the '' primal scream '' ?|ENTY|VB|acl|NON|xxxx|elicit|F
What therapy attempts to elicit the '' primal scream '' ?|ENTY|JJ|amod|NON|xxxx|primal|F
What therapy attempts to elicit the '' primal scream '' ?|ENTY|NN|dobj|NON|xxxx|scream|F
Where is the Kalahari desert ?|LOC|NNP|compound|ORG|Xxxxx|Kalahari|F
Where is the Kalahari desert ?|LOC|NN|nsubj|NON|xxxx|desert|F
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NNP|compound|GPE|Xxxxx|Ventura|F
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NNP|compound|GPE|Xxxxx|County|F
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NN|compound|NON|xxxx|police|F
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NN|nsubj|NON|xxxx|department|F
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|JJS|amod|NON|xxxx|largest|F
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NN|compound|NON|xxxx|cocaine|F
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NN|neg|NON|xxxx|shipment|F
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|VBZ|ccomp|NON|'x|'s|NF
Which Ventura County police department seized the largest cocaine shipment in it's history ?|HUM|NN|attr|NON|xxxx|history|NF
What city is sometimes called Gotham ?|LOC|NN|nsubjpass|NON|xxxx|city|F
What city is sometimes called Gotham ?|LOC|VBZ|auxpass|NON|xx|is|NF
What city is sometimes called Gotham ?|LOC|RB|advmod|NON|xxxx|sometimes|F
What city is sometimes called Gotham ?|LOC|NNP|oprd|GPE|Xxxxx|Gotham|F
What dangles over the tongue from the palate ?|ENTY|NN|pobj|NON|xxxx|tongue|F
What dangles over the tongue from the palate ?|ENTY|NN|pobj|NON|xxxx|palate|F
Who created Dennis the Menace ?|HUM|NNP|dobj|PERSON|Xxxxx|Dennis|F
Who created Dennis the Menace ?|HUM|NNP|intj|FAC|Xxxxx|Menace|F
What dummy received an honorary degree from Northwestern University ?|HUM|VBD|aux|NON|xxxx|dummy|F
What dummy received an honorary degree from Northwestern University ?|HUM|JJ|amod|NON|xxxx|honorary|F
What dummy received an honorary degree from Northwestern University ?|HUM|NN|dobj|NON|xxxx|degree|F
What dummy received an honorary degree from Northwestern University ?|HUM|NNP|compound|ORG|Xxxxx|Northwestern|F
What dummy received an honorary degree from Northwestern University ?|HUM|NNP|pobj|ORG|Xxxxx|University|F
When was the first Wall Street Journal published ?|NUM|JJ|amod|NON|xxxx|first|F
When was the first Wall Street Journal published ?|NUM|NNP|compound|NON|Xxxx|Wall|F
When was the first Wall Street Journal published ?|NUM|NNP|compound|NON|Xxxxx|Street|F
When was the first Wall Street Journal published ?|NUM|NNP|attr|NON|Xxxxx|Journal|F
When was the first Wall Street Journal published ?|NUM|VBN|acl|NON|xxxx|published|F